IDX	상호명	리뷰	점수
1098	예손부동산	사장님 완전친절하셔요 ~~ 믿고 상담받을수있는곳.	1점
1099	예원	깔끔하고 좋습니다.	4점
1100	예전한정식	사장님도 친절하시고 진짜 맛잇게먹엇네요 특히 생선구이가 핵맛잇구 오삼불고기굿 된장찌개는 말할것도없네요  다들 한정식 여기서 드셔보세요 진짜 맛잇어요 !!!!	5점
1101	예화화원	유러피안 꽃다발 전문이네요연수구에 이런퀄리티 꽃다발 만드는 샵이 있다니 !!자주애용할것 겉아요	5점
1102	옐로우민박	"대부도 스파시설 있는 펜션, 추천드리고 갑니다. 이용자~"	5점
1103	옛날돼지국밥	맛있어요. 좋아요.	5점
1104	옛날칼국수	좋아요	4점
1105	오공공인중개사	사장님 일 잘하세요. 성격도 시원시원하시고 무엇보다도 일처리 확실하고 깔끔하게 해주셔서 믿고 거래할수있었어요. 감사합니다!	5점
1106	오늘은쌀국수	주인 바뀐듯. 	1점
1107	오뚜기광고	"결과물, 서비스 마음에 들어서 10점 드립니다~~~@@"	5점
1108	오렌지부동산	송도아파트시세에대하여어찌나상냥하고친절하게설명을잘해주는지많은정보감사드립니다~~사장님이상냥하시고어찌나미인이시던지~~???매물상담은~~오랜지부동산으로문의하세요~~	5점
1109	오즈	최고예요	5점
1110	오크우드프리미어인천오크레스토랑	코스로 나옴~ 처음 먹어보는 메뉴들이 나온다~ 해산물 메인과 마지막 스테이크~ 역시! 맛나당~~	3점
1111	올리브영	친절하고 상품도 좋아요^^	5점
1112	옹고집	다 좋은데 콩국수 왜 그렇게 들쭉날쭉한가요?  그거 빼면 별다섯	2점
1113	와이비엠잉글루청학1캠퍼스학원	학원 전경이고 초중등 영어 수학 뿐만 아니라  주말엔 고등부 국어 영어 수학 전문팀도 새로 오픈했네요.	5점
1114	왕돌판구이	넘 맛있어요:) 	5점
1115	요가라이프	친절하시고 체계적인 시스템 최고에요^^ 홧팅!	5점
1116	용현털보아구찜	해물탕 전문점을 카맵으로 부랴부랴 찾다가 평점이 괜찮아서 전화로 예약을 하고 찾아 갔어요. 해물탕 중 사이즈로 주문했는데 대 사이즈로 주문이 잘못 들어갔나 걱정이 될 정도로 큰 냄비에 한가득 나왔어요. 국물이 칼칼하니 시원하고 짜지 않게 맛있는 비린 해물맛을 느꼈어요. 에피타이저 파전과 서비스 계란찜으로 든든하다 못해 배부르게 잘먹었어요. 아버님께서 음심점...	4점
1117	우렁쌈밥	우렁쌈밥 정말 맛있네요	4점
1118	우리동네감자탕	보통이에요	3점
1119	우리문구	급하게 살거 있어 들어갔는데 주인 아저씨랑 아줌마께서 친절하게 대해 주셔서 좋았습니다. 좋네요.	5점
1120	우림꽃농원	"우회전 골목 차선에 고객들 차를 주차 해놓고, 여기다 차 데시면 안된다고 하니까 ‘가’ 라고 주인 아저씨가 반말하심. 상식도 없고 예의도 없는 사람"	1점
1121	우성공인중개사사무소	너무나 잘해주셔서 고맙습니당	5점
1122	우성반찬	작년 추석때 겨털같은 짧고 꼬불한 털이 삼색나물에서 나오는 바람에 다버리고 사진찍어 들고 갔더니..사과의 말은  없고 시금치 납품하는 과정에 들어간 모양이라고 둘러대기 바쁨..세척도 안하시나봐요. 다신 안사먹습니다. 이집만 지나가면 털 생각뿐	1점
1123	우성부동산	"산곡동324-74 1층 300/30, 지층250/25 월세놓습니다. 연락주세요 0173225411"	5점
1124	우정공인중개사	친절하고 너무 좋은 방 소개해주셔서 좋은 원룸으로 이사했어욯ㅎㅎ	5점
1125	우진공인중개사사무소	.	5점
1126	우판등심	최고입니다. 여기를 능가하는 소고기 집은 아직 보지 못했네요..	5점
1127	우편취급국	정말 친절함 특히 안경 쓴 여자 직원분이 정말정말 친절하세요!!!	5점
1128	우향	다양한 기본 반찬과 맛있는 고기! 양도 정이 넘치네요~	5점
1129	원두막구이구이	옆에 정정아식당은 명함도 못내밈	5점
1130	웨스턴비치	사장님도 친절하시고 바다도 보이는 뷰라서 너무 잘 놀다갑니다:) 꼭 다시 가고 싶은 펜션이네요. 	5점
1131	웰빙공인중개사사무소	사장님 정말 친절하고 기분좋은분이네요^^	5점
1132	유가네양대창	사장님이 너무 친절하세요!	5점
1133	유래	최고예요	5점
1134	유래일식	미쳤어요... 찐 내돈내산후기에요 회정식시켰는데 미안할정도로 내주셨습니다... 15000원 정식에 자연산 회가나오고 뽈락구이 매운탕 알밥 튀김 등등 다 나와요....미쳐써유 사장님 찐친절하시고ㅜㅜ꼭 대박나세요 점심에갔는데 거의 만석이었어요ㅜㅜ 참고하세요! 	5점
1135	유명이발소	손님이 원하는 머리 스타일을 말하면 기분 나빠하면서 제멋대로 커트하고  반말에 욕설까지 서슴없이 내뱉는 매너 없는 사장. 이발 기술 또한 바닥이라서 스타일 구겨집니다.	1점
1136	유명회참치	괜찮음	3점
1137	유신불족발	너~~무 매움. 20대 초중반에 젊음의 패기로 먹을 수 있는 곳. 30대면 먹다가 배탈나기 일쑤의 매운 맛. 물에 씻어먹어도 매움. 	1점
1138	유심참치	최고예요	5점
1139	유진인력	남자친구노가다 일 때문에 여기저기 알아보다가 유진인력에 문의했는데 소장님이 우선 너무 친절하셔서 좋았어요. 일하는 내내 편했다고하네요^^	5점
1140	유천방앗간	카드는 안되도 떡은 맛있어요ㅎㅎ	5점
1141	윤선생	좋아요!!!!	5점
1142	은샘순대국	도화 맛집이에요ㅎㅎ가격도 저렴하고  제육 돈까스 엄청 맛나요 	5점
1143	은성해물탕	45000원 중 아구찜에 콩나물 산위에  소스장 절반정도되는 아구 조각이 15개 안됨...둘이와서 콩나물로 배 채울게 아니면 대자 시켜서 둘이 먹어야 할듯	3점
1144	이노센트가구전시장	워낙 질좋고 예쁜가구들을 저렴하고 다양하게 잘 마련하게 된거같아서 만족스럽습니다^-^! 	5점
1145	이대방해물섞어찜	아귀찜 아귀 양도 많고 맛있어요.	5점
1146	이디아커피	최고예요	5점
1147	이레공인중개사사무소	이레부동산 추천합니다. 정직한 상담 감사드립니다^^	5점
1148	이모떡	최고예요	5점
1149	이바돔	깔끔하고 맛있어요 밥까지볶아먹고 뼈찜도 맛있었어요 냄새난다는 사람은 뭐지ㅜ암튼 안남기고 다 먹었어요	5점
1150	이사친구	안녕하세요 에어컨 설치기사입니다. 연락 주시면 신속하게 달려가겠습니다.  꼭 한번 연락주세요.  사장님 항상 번창하세요   0  1  0     9  2  9  7     1  8  6  3입니다.	5점
1151	이수풍천민물장어	좋아요	4점
1152	이조영추어탕	보통이에요	3점
1153	인기자동차전문학원	남자 상담사 진짜 불친절합니다 말 계속 바꾸고 설명도 제대로 못 하십니다 계속 주말 문의했는데 평일기준으로 설명하고... 답답해서 다른 기관에 접수했습니다	1점
1154	인삼	"받는 분이 너무 너무 좋아해서 저도 기분이 좋네요~~~ 감사드리며, 다음에 더욱더 잘해 주세요 ^^^^"	5점
1155	인천공항공사인천공항	건물도좋고 일도 다 열심히 하시는듯 하네요... 전형적인 모범직장	5점
1156	인천수산	보통이에요	3점
1157	인천파출부	감사합니다~~번창하세요	5점
1158	인천행정고시학원	합격한 선배가 추천해서 다니는데 인천 최고의 전통이 정말 있더라구요 ㅎㅎㅎ 특히 원장님이 영어를 직접 지도해주니 모르는 부분을 질문하기도 편해요...	5점
1159	인천회집	삼촌이 몇 번 와보셨다 해서 와봤는데 별로임. 벨을 아무리 눌러도 사람이 안옴. 손님은 진짜 많은데 일하시는 분이 너무너무 적음. 스끼다시도 다 안줘서 남들 먹는거 보고 물어봐서 달래서 기다려서 먹음. 가족모임에 장소 소개하신 삼촌만 얼굴빛이 안좋음. 소래포구 오랫만에 왔는데 다시는 안올듯.	1점
1160	일류벧엘카공업사	최고예요	5점
1161	일월아구쭈꾸미	맛이업네요	1점
1162	일진공인중개사	형제분들이 하는 부동산인데 인상도 좋으시고 믿음도 가고 친절히 잘해주시네요~감사합니다~!	5점
1163	잉글루영어학원	우리학원!!!!!!!!!!!!!!!!!♥♥  선생님들도 너무너무좋고 모르는게 나올때마다 다른애 신경안쓰고 물어볼수있어서 좋다^ㅇ^♥♥ 마켓데이랑 할로윈파티랑 파티가 많아서 좋다!!!!♥ 근데 파티날은 수업 안했으면 좋겠다	5점
1164	장금수부대찌개	최고예요 호구포 제일가는 맛집!!	5점
1165	장수마을	별로예요	1점
1166	장승	고객한테 함부로 대함.. 호구잡힐뻔했는데 다행히 계약 안했음.. ㅎ여기 조심하세요	1점
1167	장충동왕족발	최고예요	5점
1168	전주명가콩나물국밥	최고예요	5점
1169	전주콩나물국밥	해물에 모발이식해서 손님한데 줌 	1점
1170	정부물품재활용센터	최고에요	5점
1171	정영희한복대여	이쁜 한복 많이 있드라고요. 가격도 저렴하고  친척 결혼식 있어 대여 해서 입었는데 괜찬드라고요.    	5점
1172	정정당당	별로예요	1점
1173	제이	의사선생님 젊도 젠틀하시고 간호사 선생님도 친절하셔서 송도 떠난지 좀 됐지만 멀리서도 찾아가고 있어요. 소위 돈되는 치료는 한 번도 받은 적이 없는데 매번 최선을 다해주셔서 믿음이 갑니다. 소형 치과라 잘 알려지진 않았지만 주변 송도사는 분들에게 추천하는 치과 입니다.	5점
1174	제일고시텔	"032-434-4533   전화 가능시간:아침10시~밤9시  일세5일가능+3식무료(국+밥,김치)+남성전용      조용,저렴(월18~23만원)+안전한 2층    인터넷,와이파이+이불베게 무료제공    (인터넷"	5점
1175	제일프레임	"친절한서비스,완벽한 사후관리,,최고~~"	5점
1176	조선일보	방금 전화통화는 했지만 확실히 하기위해 글을올립니다.우리집은 신문이 도착되자바로 꺼내오니 대문기둥위에 얹어주세요..안마당으로 던질때 샷시에 맞는소리에 집사람이 놀라곤합니다..옥련동116-43  이범문	5점
1177	조선철학원	사주도 않묻고 찻아간 이유를 아시더라구요.조용조용히 말씀해주시고 식구모두 상담해주셨습니다. 궁굼한건 언제든 전화하라고 하시니 감사합니다.철학원이 진짜 깨끗하고 깔끔하시더라구요.	5점
1178	족사또	맛좋음.양좋음. 항상 만석인 가게. 기다릴만한 가치가 있음.	4점
1179	종로떡집	한가족 이  하시는것 같은데  정말 친절 하시네요~^^ 5년 당골 인데 매번 갈때마다 새로운 떡을 보네요~^^ 애기엄마가 떡을 안좋아 하는데. 종로 떡을 맛보더니. 밥대신 떡을 사오랍니다~^^;;  지금도 보리떡 사오라구 내쫒네요~~;;  	5점
1180	종이학민박	청소?청소 ㆍ세면대 물 안내려감	1점
1181	종합어시장	아휴 가지마요	1점
1182	주공부동산서브	최고예요	5점
1183	주안불닭발	쵝오쵝오 걍다마ㅅ잇어용	5점
1184	주안실용음악학원	세희 썜 친절해요~	5점
1185	주안컴퓨터학원	컴퓨터학원 처음다녀보는건데 소수인원으로 수업해서 좋고 선생님도 재밌으시고  편하게 배울수 있는환경이여서 상담언니도 친절하시고 좋아요. 하지만 본수업후 복습할 수있는  프로그램이 만들어졌으면 더 좋을것 같네요. 그리고 수업시간엔 재밌게 수업하는 것도 좋지만 수업에 집중했으면 좋겠어요 시끄러워서 집중이 잘 안됬어요^^::	5점
1186	중앙공인중개사	최고예요	5점
1187	지리산삼겹살	쌈종류도 많고  고기 질도 좋은 집!! 계란찜 된장찌개 기본으로 나옵니당~~ 이집가고 나선 다른집 가면 괜히 손해보는 느낌 신랑이랑 외식은 항상 여기서~~	5점
1188	지짐이	지려요	5점
1189	진PC방	별로에요 사양도 별로고 	3점
1190	진경이네수산	별롭.불친절.	1점
1191	진로할인마트	매번 계산할때 직원 때문에 기분이 나빠요. 태도또 말투또 정말 짜증나 	1점
1192	진선미부동산	몇일전 가게 구하러 갔던 사람입니다   그리 큰 기대 하지 않고 들렀던 곳인데  까다로운 조건임에도 불구하고  친절하게 내일 처럼 신경 써주신 사장님~~ 넘^^ 넘^^ 감사합니다 언제나 건승하시기를 기원합니다	5점
1193	진흥당도장	급하게 필요해서 평가가 안좋지만 어쩔수 없이 갔는데.. 막도장 싼거 있나요? 했더니 5천원짜리 있다고. 글씨체 다른거 볼수 있나요? 했더니 골라보라며 컴터화면도 보여주시고.. 연세도 좀 있으시고 해서 딱히 불친절하다기보단 그냥 나이 많은 어르신 느낌.. 그럭저럭 괜찬았어요. 보기에 따라서 호불호가 갈리는듯 해요. 	4점
1194	짝태와노가리	문어다리 드세요 맥주 술술 넘어감	3점
1195	쩡스토리헤어	원장님 머리 너무 잘해주셔요  항상 너무 친절하세요~~ ㅠㅠ 망쳐오거나 상해오는데 복구해주셔서 너무 감사해요!  컷도 잘하고 염색도 잘하고 매직도 잘하시고 못하시는게 없으신 것 같아요!^^  몇 안되는 헤어 맛집!  인스타에서 머리 넘 예뻐서 펌 사진 들고 갔는데 진짜 똑같이 예쁘게 잘 해주셔서 너무 감사했어요ㅠㅠ 항상 너무 맘에들어요!  개업하고나서부터 ...	5점
1196	쭈꾸미모밀	"2인정식(주꾸미비빔밥+메밀전+묵사발)구성이 조화롭고 맛있다. 사라진 입맛 되찾기에 딱 좋다. 다만 좀 매우니, 매운걸 좋아하지 않으면 주문할때 덜맵게 해달라고 요청할것.  "	3점
1197	찜닭	최고예요	5점
1198	참좋은자동차정비공장	최고예요	5점
1199	참치락	두번다시 갈집이 못됩니다.	2점
1200	참치이야기	사장님 친절하시고 음식도 굿 비오는날이였는데 우산도 빌려주시고  또 갈 예정입니다	4점
1201	처갓집양념치킨	"주문 전화 받으셨던 여사님, 배달 해주셨던 분 모두 친절해서 기분 좋게 먹었습니다. 기름도 깨끗하게 유지하시는지 튀김옷도 깨끗하고, 아주 맛나게 잘 튀겨서 보내 주셨습니다. 자주 사먹을께요 :)"	5점
